submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
NbdEDRRsCI,naive_mini,1,gpt-5.4-mini,naive,72,,,,,,21324,184,,adhoc
NbdEDRRsCI,full_mini,2,gpt-5.4-mini,v6,72,71,74,68,77,84,138248,19149,c91cc114-5fc9-4dbe-868a-355e953040a4,adhoc
NbdEDRRsCI,naive_mini,2,gpt-5.4-mini,naive,74,,,,,,21322,211,,adhoc
4oA5xPOTmy,full_mini,0,gpt-5.4-mini,v6,64,63,71,60,67,72,330981,17218,825fa472-8f85-47c2-8a29-5a86f1ef081f,adhoc
4oA5xPOTmy,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,25237,177,,adhoc
4oA5xPOTmy,full_mini,1,gpt-5.4-mini,v6,63,58,71,61,67,84,210894,22552,621d0aa3-1aba-4edf-ae84-e5d746da35f7,adhoc
4oA5xPOTmy,naive_mini,1,gpt-5.4-mini,naive,63,,,,,,25238,258,,adhoc
4oA5xPOTmy,full_mini,2,gpt-5.4-mini,v6,65,58,72,66,68,72,266928,14902,a9a429df-07bf-4e64-8320-09091e60b0c2,adhoc
4oA5xPOTmy,naive_mini,2,gpt-5.4-mini,naive,66,,,,,,25233,250,,adhoc
cMEnMVvMw9,full_mini,0,gpt-5.4-mini,v6,63,58,62,64,66,100,166510,17182,228e329a-7843-47bf-a56a-ddbce1332c31,adhoc
cMEnMVvMw9,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,27049,208,,adhoc
cMEnMVvMw9,full_mini,1,gpt-5.4-mini,v6,64,64,67,58,66,88,226646,16128,7371919f-33b5-45eb-bc4f-86621fa136d1,adhoc
cMEnMVvMw9,naive_mini,1,gpt-5.4-mini,naive,56,,,,,,27051,187,,adhoc
cMEnMVvMw9,full_mini,2,gpt-5.4-mini,v6,65,68,64,59,63,88,210708,12744,5daa0469-54c2-47e0-904f-34e5d3188736,adhoc
cMEnMVvMw9,naive_mini,2,gpt-5.4-mini,naive,43,,,,,,27053,177,,adhoc
B7ceNt7AsQ,full_mini,0,gpt-5.4-mini,v6,57,56,59,54,67,60,318500,17715,8800f981-b993-461c-acea-88a15bdb98f2,adhoc
B7ceNt7AsQ,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,34101,228,,adhoc
B7ceNt7AsQ,full_mini,1,gpt-5.4-mini,v6,58,60,58,53,61,68,263564,19787,734f804c-a1dd-4746-89d2-37ef750499a0,adhoc
B7ceNt7AsQ,naive_mini,1,gpt-5.4-mini,naive,38,,,,,,34099,249,,adhoc
B7ceNt7AsQ,full_mini,2,gpt-5.4-mini,v6,58,58,57,54,61,84,261441,17577,e577e387-228c-4285-9be4-930965de55a0,adhoc
B7ceNt7AsQ,naive_mini,2,gpt-5.4-mini,naive,45,,,,,,34099,230,,adhoc
8NXCwNjFNR,full_mini,0,gpt-5.4-mini,v6,64,61,71,57,77,96,398195,14305,4901c85f-69d9-42fb-a92f-c068aef051d3,adhoc
8NXCwNjFNR,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,45523,227,,adhoc
8NXCwNjFNR,full_mini,1,gpt-5.4-mini,v6,63,61,68,58,73,68,546721,18695,5ea5f948-bfed-422a-b185-ba8fcd61b72c,adhoc
8NXCwNjFNR,naive_mini,1,gpt-5.4-mini,naive,66,,,,,,45523,322,,adhoc
8NXCwNjFNR,full_mini,2,gpt-5.4-mini,v6,61,54,72,58,69,88,405150,20332,28043995-b962-41c8-ac6e-ea7a9d5246ec,adhoc
8NXCwNjFNR,naive_mini,2,gpt-5.4-mini,naive,78,,,,,,45526,228,,adhoc
Q9gz8lVyAi,full_mini,0,gpt-5.4-mini,v6,71,68,67,69,79,100,151030,20526,8c7f5abd-2fc8-4f40-96f3-a6e8035cfe0f,adhoc
Q9gz8lVyAi,naive_mini,0,gpt-5.4-mini,naive,67,,,,,,23653,237,,adhoc
Q9gz8lVyAi,full_mini,1,gpt-5.4-mini,v6,72,68,73,72,79,76,233704,15316,056afbc5-bf32-4b23-a35b-8bfa26d57537,adhoc
Q9gz8lVyAi,naive_mini,1,gpt-5.4-mini,naive,55,,,,,,23653,193,,adhoc
Q9gz8lVyAi,full_mini,2,gpt-5.4-mini,v6,70,68,71,67,77,100,151115,18083,4cc35713-3c66-4802-82a2-da25666feecb,adhoc
Q9gz8lVyAi,naive_mini,2,gpt-5.4-mini,naive,72,,,,,,23653,208,,adhoc
6AhDxoT6rq,full,0,gpt-5.4,v6,77,84,78,70,74,72,510122,17974,d8ae749e-a092-4ec0-bf8e-dee8890ba75b,adhoc
6AhDxoT6rq,full,1,gpt-5.4,v6,77,84,80,68,76,84,696134,17769,3b4dbf61-5671-4dac-b8a1-5bffa1d81ecd,adhoc
6AhDxoT6rq,naive,1,gpt-5.4,naive,52,,,,,,121152,2156,,adhoc
6AhDxoT6rq,full,2,gpt-5.4,v6,77,86,78,69,72,76,797988,19734,34b7596b-cf33-419b-9515-783dc31beee6,adhoc
6AhDxoT6rq,naive,2,gpt-5.4,naive,76,,,,,,60641,2101,,adhoc
Ml8t8kQMUP,full,0,gpt-5.4,v6,74,83,72,64,77,88,515640,16628,6dbda407-889e-49c1-8639-db975af3a72a,adhoc
Ml8t8kQMUP,naive,0,gpt-5.4,naive,64,,,,,,61478,402,,adhoc
Ml8t8kQMUP,full,1,gpt-5.4,v6,74,77,72,67,81,92,709472,15209,6a232300-3298-441c-b057-cd686ad225d5,adhoc
Ml8t8kQMUP,naive,1,gpt-5.4,naive,54,,,,,,61480,567,,adhoc
Ml8t8kQMUP,full,2,gpt-5.4,v6,74,81,75,63,78,84,604032,16330,589c6558-ee23-479e-8bbd-5ab05b75caa9,adhoc
Ml8t8kQMUP,naive,2,gpt-5.4,naive,58,,,,,,61480,705,,adhoc
FZczi1S2ji,full,0,gpt-5.4,v6,68,72,66,67,61,68,414757,17079,102b926e-c882-4dcc-ab0a-22d7abb06f42,adhoc
FZczi1S2ji,naive,0,gpt-5.4,naive,23,,,,,,46705,819,,adhoc
FZczi1S2ji,full,1,gpt-5.4,v6,66,68,62,67,63,68,430531,17238,5005be51-f8e8-4abc-b845-9a5ff9af2730,adhoc
FZczi1S2ji,naive,1,gpt-5.4,naive,28,,,,,,46705,1151,,adhoc
FZczi1S2ji,full,2,gpt-5.4,v6,69,72,67,70,61,56,417978,18485,5815e3c6-7dd2-41b6-864c-687fd54d8ba9,adhoc
FZczi1S2ji,naive,2,gpt-5.4,naive,24,,,,,,46705,1440,,adhoc
87ySF7viys,full,0,gpt-5.4,v6,71,76,69,71,64,60,503243,17811,752a4d0a-2401-4447-9754-b1582ee11d1a,adhoc
87ySF7viys,naive,0,gpt-5.4,naive,68,,,,,,29178,1132,,adhoc
87ySF7viys,full,1,gpt-5.4,v6,73,76,72,68,73,84,306433,15371,99370b95-319f-435b-b8d2-833f4a3e8d09,adhoc
87ySF7viys,naive,1,gpt-5.4,naive,64,,,,,,29178,1061,,adhoc
87ySF7viys,full,2,gpt-5.4,v6,71,76,72,69,63,56,617423,17940,a360c022-632d-4f43-9985-bd7fe507f5ef,adhoc
87ySF7viys,naive,2,gpt-5.4,naive,72,,,,,,29178,874,,adhoc
8NuN5UzXLC,naive,0,gpt-5.4,naive,74,,,,,,58416,619,,adhoc
8NuN5UzXLC,full,1,gpt-5.4,v6,76,77,72,76,79,84,491108,17753,2e18ce8b-2373-4f63-ab87-5eb3f2760f94,adhoc
8NuN5UzXLC,naive,1,gpt-5.4,naive,68,,,,,,58416,465,,adhoc
8NuN5UzXLC,full,2,gpt-5.4,v6,75,78,75,68,80,100,405146,17781,5839c28f-58b0-43d2-b41b-7b3f66007047,adhoc
8NuN5UzXLC,naive,2,gpt-5.4,naive,74,,,,,,58416,757,,adhoc
2za3iNkwXn,full,0,gpt-5.4,v6,71,72,70,69,79,72,410672,18928,efa98d3d-b766-4cec-8763-47abd439efbe,adhoc
2za3iNkwXn,naive,0,gpt-5.4,naive,74,,,,,,31824,540,,adhoc
2za3iNkwXn,full,1,gpt-5.4,v6,72,73,72,72,79,60,392221,16974,d8ae8e0d-b2f2-4c35-a2bb-a2e3cae5027d,adhoc
2za3iNkwXn,naive,1,gpt-5.4,naive,72,,,,,,31824,410,,adhoc
2za3iNkwXn,full,2,gpt-5.4,v6,73,74,74,71,81,72,469287,19471,1234a33d-f6e9-4fef-bf9c-86371580945d,adhoc
2za3iNkwXn,naive,2,gpt-5.4,naive,56,,,,,,31824,537,,adhoc
vzlDdOzXAh,full,0,gpt-5.4,v6,73,73,68,74,79,68,409649,15529,11a70ebd-4535-4cc2-b941-32439304f66e,adhoc
vzlDdOzXAh,naive,0,gpt-5.4,naive,68,,,,,,35981,851,,adhoc
vzlDdOzXAh,full,1,gpt-5.4,v6,73,74,71,73,78,60,500372,16940,e658c8b6-9a6d-4364-aad4-490faace79ea,adhoc
vzlDdOzXAh,naive,1,gpt-5.4,naive,67,,,,,,35981,608,,adhoc
vzlDdOzXAh,full,2,gpt-5.4,v6,74,77,70,73,75,80,400089,15814,1ebe9c85-f54a-48bd-9023-9430d42a09a9,adhoc
vzlDdOzXAh,naive,2,gpt-5.4,naive,74,,,,,,35981,1201,,adhoc
skRDw08ql6,full,0,gpt-5.4,v6,73,68,77,75,82,72,283842,15184,c12b9555-5c17-4d96-827e-c8a27e8049ba,adhoc
skRDw08ql6,naive,0,gpt-5.4,naive,63,,,,,,27626,588,,adhoc
skRDw08ql6,full,1,gpt-5.4,v6,73,68,76,72,82,84,224825,15862,829d6ec5-c26e-40ff-87fa-8aca62b27c66,adhoc
skRDw08ql6,naive,1,gpt-5.4,naive,58,,,,,,27628,1142,,adhoc
skRDw08ql6,full,2,gpt-5.4,v6,72,68,76,72,82,60,223006,14202,1c1fb01a-51d4-4d37-9192-402f8a323690,adhoc
skRDw08ql6,naive,2,gpt-5.4,naive,74,,,,,,27628,304,,adhoc
Xhf9YqwlM4,full,0,gpt-5.4,v6,79,86,88,66,79,100,333440,15277,ed1711b6-ea28-41c7-9398-4c53112edd43,adhoc
Xhf9YqwlM4,naive,0,gpt-5.4,naive,84,,,,,,45993,308,,adhoc
Xhf9YqwlM4,full,1,gpt-5.4,v6,80,86,86,69,78,100,472823,14575,30d42f2a-3f33-4c63-be65-6b4762d6f672,adhoc
Xhf9YqwlM4,naive,1,gpt-5.4,naive,84,,,,,,45993,388,,adhoc
Xhf9YqwlM4,full,2,gpt-5.4,v6,80,86,87,68,78,100,483992,17448,6a139b70-f134-4ce1-aa69-1c29c49a4f9e,adhoc
Xhf9YqwlM4,naive,2,gpt-5.4,naive,80,,,,,,45993,334,,adhoc
KkT3f2N4oF,full,0,gpt-5.4,v6,68,71,60,66,70,84,323802,16450,9fa8856d-e980-40b9-8ac0-0b0ba237ef03,adhoc
KkT3f2N4oF,naive,0,gpt-5.4,naive,42,,,,,,24512,1044,,adhoc
KkT3f2N4oF,full,1,gpt-5.4,v6,66,72,63,60,68,80,272610,20506,abed89f5-e957-4fdf-a194-3960469111b9,adhoc
KkT3f2N4oF,naive,1,gpt-5.4,naive,35,,,,,,24514,862,,adhoc
KkT3f2N4oF,full,2,gpt-5.4,v6,64,68,54,60,67,88,324315,18542,1a2a427f-0687-4ecd-bab7-7e2770365fc6,adhoc
KkT3f2N4oF,naive,2,gpt-5.4,naive,45,,,,,,24512,684,,adhoc
d5qElNtXS5,full,0,gpt-5.4,v6,71,74,63,69,73,84,519913,15900,52700f3d-86bf-4b15-bcaf-dc3daa1ef804,adhoc
d5qElNtXS5,naive,0,gpt-5.4,naive,38,,,,,,28592,726,,adhoc
d5qElNtXS5,full,1,gpt-5.4,v6,70,72,61,69,72,100,231462,16212,52b1e011-d70d-471a-a09c-e5a5d14fb3ef,adhoc
d5qElNtXS5,naive,1,gpt-5.4,naive,32,,,,,,28592,891,,adhoc
d5qElNtXS5,full,2,gpt-5.4,v6,70,74,62,70,68,84,300350,16662,1c1298d4-28cf-47fd-aff4-ab95f5deaa81,adhoc
d5qElNtXS5,naive,2,gpt-5.4,naive,35,,,,,,28592,869,,adhoc
Vsgq2ldr4K,full,0,gpt-5.4,v6,72,76,64,70,81,72,250132,16491,02943ee3-953c-49cb-823f-f7cfb977d20b,adhoc
Vsgq2ldr4K,naive,0,gpt-5.4,naive,72,,,,,,23642,350,,adhoc
Vsgq2ldr4K,full,1,gpt-5.4,v6,72,74,68,69,81,68,330290,18459,9d8b80ce-3904-4afc-8e54-fbdfc0031500,adhoc
Vsgq2ldr4K,naive,1,gpt-5.4,naive,74,,,,,,23642,399,,adhoc
Vsgq2ldr4K,full,2,gpt-5.4,v6,75,77,69,74,83,72,367941,17150,f9de389f-edc9-49d7-b1ca-61d78cab8b64,adhoc
Vsgq2ldr4K,naive,2,gpt-5.4,naive,76,,,,,,23642,448,,adhoc
9C4gVbPqSy,full,0,gpt-5.4,v6,80,79,76,80,80,100,519811,14728,19a72b4f-d737-459d-b188-bbee2d49373d,adhoc
9C4gVbPqSy,naive,0,gpt-5.4,naive,79,,,,,,60252,556,,adhoc
9C4gVbPqSy,full,1,gpt-5.4,v6,78,74,76,81,80,100,586198,16926,290bee87-b261-479e-9700-edee7a935801,adhoc
9C4gVbPqSy,naive,1,gpt-5.4,naive,78,,,,,,60252,438,,adhoc
9C4gVbPqSy,full,2,gpt-5.4,v6,81,81,70,83,82,100,521295,17319,f7da9588-c979-4ce4-a8b5-c4e5a9bfe76f,adhoc
9C4gVbPqSy,naive,2,gpt-5.4,naive,79,,,,,,60242,1057,,adhoc
VKGTGGcwl6,full,0,gpt-5.4,v6,74,76,74,71,84,72,447173,17085,ffbf0ab9-c364-4a7c-be76-ab0fb42ebfad,adhoc
VKGTGGcwl6,naive,0,gpt-5.4,naive,82,,,,,,50897,264,,adhoc
VKGTGGcwl6,full,1,gpt-5.4,v6,74,78,75,69,83,68,630617,16157,f9a339f6-c7a2-4dde-8cd1-f313c8b28cac,adhoc
VKGTGGcwl6,naive,1,gpt-5.4,naive,85,,,,,,50897,408,,adhoc
VKGTGGcwl6,full,2,gpt-5.4,v6,77,79,75,72,85,84,446937,21369,2165e2b1-fb84-4d89-b6c7-d2c81462e1ed,adhoc
VKGTGGcwl6,naive,2,gpt-5.4,naive,86,,,,,,50897,327,,adhoc
HcubxPWpw7,full,0,gpt-5.4,v6,79,81,75,77,81,100,402982,16173,06886a1c-845c-461d-820e-2cd4ea3c01d5,adhoc
HcubxPWpw7,naive,0,gpt-5.4,naive,78,,,,,,45559,466,,adhoc
HcubxPWpw7,full,1,gpt-5.4,v6,77,76,72,76,78,100,494876,15306,a927360b-5679-4d75-9da2-21bc8d0e5114,adhoc
HcubxPWpw7,naive,1,gpt-5.4,naive,74,,,,,,45559,511,,adhoc
HcubxPWpw7,full,2,gpt-5.4,v6,77,78,76,74,81,88,422175,17344,cb171e6a-8f82-48fa-b106-f530436ac037,adhoc
HcubxPWpw7,naive,2,gpt-5.4,naive,74,,,,,,45559,563,,adhoc
lKqE7UuMvp,full,0,gpt-5.4,v6,75,78,73,72,79,80,433319,18339,a47c52ee-021a-4594-be0c-1e57adb2bdbe,adhoc
lKqE7UuMvp,naive,0,gpt-5.4,naive,82,,,,,,37212,800,,adhoc
lKqE7UuMvp,full,1,gpt-5.4,v6,75,77,74,72,78,88,279374,13649,4b089960-ce0d-4841-bf54-0ec8d46d6e94,adhoc
lKqE7UuMvp,naive,1,gpt-5.4,naive,78,,,,,,37212,392,,adhoc
lKqE7UuMvp,full,2,gpt-5.4,v6,76,78,75,70,77,100,278869,19044,40e7ffcb-32f3-4565-8b60-282ec85c57f6,adhoc
lKqE7UuMvp,naive,2,gpt-5.4,naive,82,,,,,,37212,295,,adhoc
T5wkZJqzkz,full,0,gpt-5.4,v6,78,76,72,79,83,100,562740,16946,bbcabda4-cfcb-4ec6-a2ff-c13734dbd600,adhoc
T5wkZJqzkz,naive,0,gpt-5.4,naive,78,,,,,,45287,407,,adhoc
T5wkZJqzkz,full,1,gpt-5.4,v6,76,76,68,79,75,88,413650,11421,cd800090-386a-4f9b-87ba-9c3fba87700e,adhoc
T5wkZJqzkz,naive,1,gpt-5.4,naive,76,,,,,,45287,588,,adhoc
T5wkZJqzkz,full,2,gpt-5.4,v6,77,74,72,78,81,100,492709,16446,4067651a-a0da-45f2-9f37-abc9bf307b98,adhoc
T5wkZJqzkz,naive,2,gpt-5.4,naive,78,,,,,,45287,433,,adhoc
v8yooSV1AW,full,0,gpt-5.4,v6,65,72,56,63,53,88,437405,17217,6fe04de9-3aae-4be6-aac4-a6fba8a611c6,adhoc
v8yooSV1AW,naive,0,gpt-5.4,naive,41,,,,,,63549,603,,adhoc
v8yooSV1AW,full,1,gpt-5.4,v6,67,76,64,58,57,100,526393,14170,40441926-b7d4-4dbe-ab45-3ad05f90bdf2,adhoc
v8yooSV1AW,naive,1,gpt-5.4,naive,33,,,,,,63549,557,,adhoc
v8yooSV1AW,full,2,gpt-5.4,v6,65,74,58,61,55,84,626054,15278,ec5f89f5-c35c-4572-9f7f-99342d4dc686,adhoc
v8yooSV1AW,naive,2,gpt-5.4,naive,40,,,,,,63549,838,,adhoc
Q3yLIIkt7z,full,0,gpt-5.4,v6,74,84,72,61,77,100,369561,17346,98bcec8e-57a6-4f2e-a591-e060b2d3f5a6,adhoc
Q3yLIIkt7z,naive,0,gpt-5.4,naive,82,,,,,,51718,300,,adhoc
Q3yLIIkt7z,full,1,gpt-5.4,v6,73,84,68,62,76,96,555576,18011,b9af8e11-e12a-446c-b1ac-e61eb61ac243,adhoc
Q3yLIIkt7z,naive,1,gpt-5.4,naive,80,,,,,,51718,366,,adhoc
Q3yLIIkt7z,full,2,gpt-5.4,v6,74,84,70,63,78,100,541187,15408,48c6fcec-4d5c-4f95-a0a2-d52f9c53f1ff,adhoc
Q3yLIIkt7z,naive,2,gpt-5.4,naive,82,,,,,,51718,352,,adhoc
q8fTgw8e5E,full,0,gpt-5.4,v6,72,77,70,64,75,92,424781,17192,8993b08f-aa52-4177-9884-2d5531f1fde0,adhoc
q8fTgw8e5E,naive,0,gpt-5.4,naive,72,,,,,,49108,492,,adhoc
q8fTgw8e5E,full,1,gpt-5.4,v6,70,76,70,63,72,72,508376,17828,c53efd53-39e0-4ad8-8d8a-6c3e2938c802,adhoc
q8fTgw8e5E,naive,1,gpt-5.4,naive,72,,,,,,49108,533,,adhoc
q8fTgw8e5E,full,2,gpt-5.4,v6,69,76,67,63,71,64,608520,20391,16bbf5e8-7ffa-47a5-9d6b-cdf9dfbeb073,adhoc
q8fTgw8e5E,naive,2,gpt-5.4,naive,72,,,,,,49108,398,,adhoc
NbdEDRRsCI,full,0,gpt-5.4,v6,75,76,74,72,77,84,237428,18891,58e9f2e0-1717-4252-9eff-1f2c3ef137a1,adhoc
NbdEDRRsCI,naive,0,gpt-5.4,naive,65,,,,,,21322,335,,adhoc
NbdEDRRsCI,full,1,gpt-5.4,v6,78,77,79,76,75,100,249775,14255,913ccfbc-278f-45b8-909e-c328efe7bf45,adhoc
NbdEDRRsCI,naive,1,gpt-5.4,naive,71,,,,,,21322,311,,adhoc
NbdEDRRsCI,full,2,gpt-5.4,v6,76,76,74,77,73,92,237281,17181,279ae68d-5bcb-4f2f-865a-62b09668bee6,adhoc
NbdEDRRsCI,naive,2,gpt-5.4,naive,72,,,,,,21322,567,,adhoc
4oA5xPOTmy,full,0,gpt-5.4,v6,67,62,72,70,71,56,496115,16704,e7f79315-0e48-4705-8e3d-2112b7ff837b,adhoc
4oA5xPOTmy,naive,0,gpt-5.4,naive,62,,,,,,25228,686,,adhoc
4oA5xPOTmy,full,1,gpt-5.4,v6,69,72,69,66,71,68,264922,20114,893fff31-83ad-4764-9575-739cf6ba8455,adhoc
4oA5xPOTmy,naive,1,gpt-5.4,naive,64,,,,,,25231,914,,adhoc
4oA5xPOTmy,full,2,gpt-5.4,v6,70,71,74,63,72,96,300321,12661,e1de617e-f2af-449a-83b6-c18581f4be81,adhoc
4oA5xPOTmy,naive,2,gpt-5.4,naive,64,,,,,,25231,751,,adhoc
cMEnMVvMw9,full,0,gpt-5.4,v6,70,71,64,72,63,81,263936,14160,05b7adff-3b6f-4ac8-b583-321e2db51c68,adhoc
cMEnMVvMw9,naive,0,gpt-5.4,naive,32,,,,,,27049,1105,,adhoc
cMEnMVvMw9,full,1,gpt-5.4,v6,72,72,70,74,67,82,262681,13270,1ce03df5-7d8d-4b2c-a1e9-59df72b5f19e,adhoc
cMEnMVvMw9,naive,1,gpt-5.4,naive,32,,,,,,27049,1247,,adhoc
cMEnMVvMw9,full,2,gpt-5.4,v6,71,73,67,72,66,81,230187,16539,dd2361ee-b070-47bc-b341-bb664ed9b35a,adhoc
cMEnMVvMw9,naive,2,gpt-5.4,naive,30,,,,,,27049,1308,,adhoc
B7ceNt7AsQ,full,0,gpt-5.4,v6,65,72,63,57,68,74,277251,15405,c54f3e91-7470-4440-b5e5-bc67fafb5058,adhoc
B7ceNt7AsQ,naive,0,gpt-5.4,naive,42,,,,,,34097,597,,adhoc
B7ceNt7AsQ,full,1,gpt-5.4,v6,67,74,63,61,69,78,278843,14855,18e6b25c-897e-47d7-9281-c5200235c8e9,adhoc
B7ceNt7AsQ,naive,1,gpt-5.4,naive,42,,,,,,34099,748,,adhoc
B7ceNt7AsQ,full,2,gpt-5.4,v6,69,74,64,66,63,80,277067,14398,2036256d-2229-4af4-ab09-ffa5cf98e8a5,adhoc
B7ceNt7AsQ,naive,2,gpt-5.4,naive,46,,,,,,34099,600,,adhoc
8NXCwNjFNR,full,0,gpt-5.4,v6,74,74,69,77,73,78,304100,12393,7014e2b6-4c18-4249-a09f-92c505fd94b8,adhoc
8NXCwNjFNR,naive,0,gpt-5.4,naive,68,,,,,,45523,414,,adhoc
8NXCwNjFNR,full,1,gpt-5.4,v6,77,76,74,78,80,78,411223,15588,79759ed2-bb62-4e63-a1fe-625405a08205,adhoc
8NXCwNjFNR,naive,1,gpt-5.4,naive,63,,,,,,45534,630,,adhoc
8NXCwNjFNR,full,2,gpt-5.4,v6,73,74,73,71,79,77,358572,15654,3165b678-c1bf-4a37-883b-d1c765730383,adhoc
8NXCwNjFNR,naive,2,gpt-5.4,naive,72,,,,,,45539,794,,adhoc
Q9gz8lVyAi,full,0,gpt-5.4,v6,76,76,72,77,74,82,203134,16382,c55bcd30-a2fb-4570-a797-6a1c87ae9ce5,adhoc
Q9gz8lVyAi,naive,0,gpt-5.4,naive,62,,,,,,23649,501,,adhoc
Q9gz8lVyAi,full,1,gpt-5.4,v6,76,76,74,78,72,79,172791,13963,28fd1a71-fb4a-4eb0-a509-77a1b14c0175,adhoc
Q9gz8lVyAi,naive,1,gpt-5.4,naive,62,,,,,,23651,1130,,adhoc
Q9gz8lVyAi,full,2,gpt-5.4,v6,75,76,72,74,73,81,204584,15150,f168d6c4-a3da-4955-b4cd-fc50141b3bcf,adhoc
Q9gz8lVyAi,naive,2,gpt-5.4,naive,63,,,,,,23651,601,,adhoc
8NuN5UzXLC,full,0,gpt-5.4,v6,76,79,72,73,78,96,496200,16171,f845201c-be1c-4c33-a234-4ae8dfb6b5b1,adhoc
